Title,Year,Duration,MPA,IMBD_Rating,Votes,méta_score,description,Movie Link,writers,director,stars,budget,opening_weekend_Gross,grossWorldWWide,gross_US_Canada,release_date,countries_origin,filming_locations,production_company,awards_content,genres,Languages
35. Arabian Nights,1974,2h 10m,NC-17,6.7,9.4K,,"In ancient Arabia, a beautiful slave girl chooses a youth to be her new master, then she is kidnapped and they must search for each other. Stories are told within stories: love, travel and the whims of destiny.",https://www.imdb.com/title/tt0071502/?ref_=sr_i_35,"['Ninetto Davoli', 'Franco Citti', 'Franco Merli']",Pier Paolo Pasolini,"['Ninetto Davoli', 'Franco Citti', 'Franco Merli', 'Tessa Bouché', 'Ines Pellegrini', 'Margareth Clémenti', 'Luigina Rocchi', 'Alberto Argentino', 'Francesco Paolo Governale', 'Salvatore Sapienza']",,,$755,,"June 20, 1974","['Italy', 'France']","Mesjed-e-Imam, Esfahan, Iran","['Produzioni Europee Associate (PEA)', 'Les Productions Artistes Associés']",1 win & 3 nominations total,"['Period Drama', 'Romantic Epic', 'Comedy', 'Drama', 'Fantasy', 'History', 'Romance']","['Italian', 'Arabic']"
36. Macon County Line,1974,1h 29m,R,6.5,1.8K,,A vengeful Southern sheriff is out for blood after his wife is brutally killed by a pair of drifters.,https://www.imdb.com/title/tt0071788/?ref_=sr_i_36,"['Max Baer Jr.', 'Richard Compton']",Richard Compton,"['Alan Vint', 'Cheryl Waters', 'Max Baer Jr.', 'Geoffrey Lewis', 'Joan Blackman', 'Jesse Vint', 'Sam Gilman', 'Timothy Scott', 'James Gammon', 'Leif Garrett']","$225,000 (estimated)",,,,"September 28, 1975",['United States'],"Sacramento, California, USA","['American International Pictures (AIP)', 'Max Baer Productions']",,"['Action', 'Drama', 'Romance']",['English']
37. Phantom of the Paradise,1974,1h 31m,PG,7.3,24K,67.0,"A disfigured composer sells his soul for the woman he loves so that she will perform his music. However, an evil record tycoon betrays him and steals his music to open his rock palace, The Paradise.",https://www.imdb.com/title/tt0071994/?ref_=sr_i_37,"['Paul Williams', 'William Finley', 'Jessica Harper']",Brian De Palma,"['Paul Williams', 'William Finley', 'Jessica Harper', 'Gerrit Graham', 'George Memmoli', 'Archie Hahn', 'Jeffrey Comanor', 'Peter Elbling', 'Colin Cameron', 'David Garland']","$1,300,000 (estimated)",,"$2,245",,"November 1, 1974",['United States'],"Majestic Theatre - 1925 Elm Street, Dallas, Texas, USA","['Harbor Productions', 'Pressman-Williams Enterprises']",3 wins & 5 nominations total,"['Dark Comedy', 'Comedy', 'Drama', 'Fantasy', 'Horror', 'Music', 'Romance', 'Thriller']",['English']
38. Sweet Movie,1974,1h 38m,Not Rated,5.9,6.6K,,"After winning the ""most virgin"" contest, Miss Canada is married to a rich milk tycoon. But she quickly flees the marriage to experience the world around her, full of sweetness and anarchy.",https://www.imdb.com/title/tt0072235/?ref_=sr_i_38,"['Carole Laure', 'Pierre Clémenti', 'Anna Prucnal']",Dusan Makavejev,"['Carole Laure', 'Pierre Clémenti', 'Anna Prucnal', 'Sami Frey', 'Jane Mallett', 'Roy Callender', 'John Vernon', 'Hansi Roll', 'Therese Schulmeister', 'Renate Steiger']","CA$700,000 (estimated)",,,,"June 12, 1974","['France', 'Canada', 'West Germany']","Amsterdam, Noord-Holland, Netherlands","['V.M. Productions', 'Mojack Film Ltée', 'Maran Film']",,"['Satire', 'Comedy', 'Drama', 'Mystery']","['Dutch', 'Greek', 'English', 'French', 'Polish', 'Spanish', 'Italian']"
39. Got It Made,1974,1h 26m,,5.4,11,,"Drama set in Norfolk, England. An aristocratic girl whose world falls apart three days before her wedding. She discovers the hideous truths about the people closest to her - and her upbringing and background leave her unable to cope.",https://www.imdb.com/title/tt0190427/?ref_=sr_i_39,"['Lalla Ward', 'Michael Latimer', 'Douglas Lambert']",James Kenelm Clarke,"['Lalla Ward', 'Michael Latimer', 'Douglas Lambert', 'Katya Wyeth', 'Michael Feast', 'Fabia Drake', 'Barbara Markham', 'Michael Lees', 'John Warner', 'Richard Leech']",,,,,December 1974,['United Kingdom'],,['Norfolk International Pictures'],,['Drama'],['English']
40. Dark Star,1974,1h 23m,G,6.2,28K,66.0,"In the far reaches of space, a small crew, 20 years into their solitary mission, find things beginning to go hilariously wrong.",https://www.imdb.com/title/tt0069945/?ref_=sr_i_40,"['John Carpenter', ""Dan O'Bannon""]",John Carpenter,"[""Dan O'Bannon"", 'Dre Pahich', 'Brian Narelle', 'Cal Kuniholm', 'Adam Beckenbaugh', 'John Carpenter', 'Nick Castle', 'Cookie Knapp', 'Joe Saunders', 'Alan Sheretz']","$60,000 (estimated)",,,,"January 17, 1975",['United States'],"Raleigh Studios - 5300 Melrose Avenue, Hollywood, Los Angeles, California, USA","['Jack H. Harris Enterprises', 'University of Southern California (USC)']",1 win & 2 nominations total,"['Parody', 'Satire', 'Slapstick', 'Space Sci-Fi', 'Comedy', 'Sci-Fi']",['English']
41. Captain Kronos: Vampire Hunter,1974,1h 31m,R,6.3,5.9K,,A master swordsman and former soldier and his hunchbacked assistant hunt vampires.,https://www.imdb.com/title/tt0071276/?ref_=sr_i_41,"['Horst Janson', 'John Carson', 'Shane Briant']",Brian Clemens,"['Horst Janson', 'John Carson', 'Shane Briant', 'Caroline Munro', 'John Cater', 'Lois Daine', 'Ian Hendry', 'Wanda Ventham', 'William Hobbs', 'Brian Tully']","£160,000 (estimated)",,,,"June 14, 1974",['United Kingdom'],"Black Park, Iver Heath, Buckinghamshire, England, UK",['Hammer Films'],,"['Dark Comedy', 'Vampire Horror', 'Adventure', 'Horror', 'Mystery']",['English']
42. Coonskin,1974,1h 40m,R,6.4,4K,,"Rabbit, a country-born trickster, takes over the organized crime racket in Harlem, facing opposition from the institutionalized racism of the Mafia and corrupt police.",https://www.imdb.com/title/tt0071361/?ref_=sr_i_42,"['Barry White', 'Charles Gordone', 'Scatman Crothers']",Ralph Bakshi,"['Barry White', 'Charles Gordone', 'Scatman Crothers', 'Philip Michael Thomas', 'Danny Rees', 'Buddy Douglas', 'Jim Moore', 'Jesse Welles', 'Ralph Bakshi', 'Frank DeKova']",,,,,"August 20, 1975",['United States'],"New York City, New York, USA","['Bakshi Productions', 'Paramount Pictures', 'Ruddy Productions']",,"['Adult Animation', 'Dark Comedy', 'Hand-Drawn Animation', 'Parody', 'Satire', 'Action', 'Animation', 'Comedy', 'Crime', 'Drama']",['English']
43. Flesh Gordon,1974,1h 18m,R,4.8,4.9K,,"Emperor Wang is leader of the planet Porno and sends his mighty sex ray toward Earth, which turns everyone into sex-mad fiends. Only one person can save the Earth, football player Flesh Gordon.",https://www.imdb.com/title/tt0068595/?ref_=sr_i_43,"['Jason Williams', 'Suzanne Fields', 'Joseph Hudgins']",Michael Benveniste,"['Jason Williams', 'Suzanne Fields', 'Joseph Hudgins', 'William Dennis Hunt', 'Candy Samples', 'Mycle Brandy', 'Steve Grumette', 'Nora Wieternik', 'Lance Larsen', 'Judy Ziehm']","$700,000 (estimated)",,,,"July 30, 1974",['United States'],"Raleigh Studios - 5300 Melrose Avenue, Hollywood, Los Angeles, California, USA",['Graffiti Productions'],2 nominations total,"['Parody', 'Satire', 'Comedy', 'Sci-Fi']",['English']
44. Foxy Brown,1974,1h 32m,R,6.5,13K,46.0,A vigilante takes a job as a high-class prostitute to get revenge on the mobsters who murdered her boyfriend.,https://www.imdb.com/title/tt0071517/?ref_=sr_i_44,"['Pam Grier', 'Antonio Fargas', 'Peter Brown']",Jack Hill,"['Pam Grier', 'Antonio Fargas', 'Peter Brown', 'Terry Carter', 'Kathryn Loder', 'Harry Holcombe', 'Sid Haig', 'Juanita Brown', 'Sally Ann Stroud', 'Bob Minor']","$500,000 (estimated)",,$459,,"April 5, 1974",['United States'],"Ambassador Hotel - 3400 Wilshire Boulevard, Los Angeles, California, USA","['American International Pictures (AIP)', 'Hollywood West Entertainment']",,"['B-Action', 'Action', 'Crime', 'Thriller']",['English']
45. The Taking of Pelham One Two Three,1974,1h 44m,R,7.6,38K,68.0,"Four armed men hijack a New York City subway car and demand a ransom for the passengers. The city's police are faced with a conundrum: Even if it's paid, how could they get away?",https://www.imdb.com/title/tt0072251/?ref_=sr_i_45,"['Walter Matthau', 'Robert Shaw', 'Martin Balsam']",Joseph Sargent,"['Walter Matthau', 'Robert Shaw', 'Martin Balsam', 'Hector Elizondo', 'Earl Hindman', 'James Broderick', ""Dick O'Neill"", 'Lee Wallace', 'Tom Pedi', 'Beatrice Winde']","$5,000,000 (estimated)",,$357,,"October 2, 1974",['United States'],"Gracie Mansion, Manhattan, New York City, New York, USA","['Palomar Pictures International', 'Palladium Productions']",3 nominations total,"['Caper', 'Dark Comedy', 'Action', 'Crime', 'Thriller']","['English', 'Spanish']"
46. Big Bad Mama,1974,1h 24m,R,5.7,3.2K,60.0,"Circumstances force a tough single mother and her two daughters into a life of crime and they quickly become outlaws on the run, picking up partners along the way, and traveling to different states, pursued by the law.",https://www.imdb.com/title/tt0071216/?ref_=sr_i_46,"['Angie Dickinson', 'William Shatner', 'Tom Skerritt']",Steve Carver,"['Angie Dickinson', 'William Shatner', 'Tom Skerritt', 'Susan Sennett', 'Robbie Lee', 'Noble Willingham', 'Dick Miller', 'Tom Signorelli', 'Joan Prather', 'Royal Dano']",,,,"$617,400","January 12, 1975",['United States'],"42061 Main Street, Temecula, California, USA","['Santa Cruz Productions', 'Hit Woman Productions']",,"['Satire', 'Action', 'Comedy', 'Crime', 'Drama']",['English']
47. Shriek of the Mutilated,1974,1h 27m,R,4.1,1.2K,,A group of college students are led by their professor into the mountains in search of the Yeti. The students start to be killed off one by one.,https://www.imdb.com/title/tt0072156/?ref_=sr_i_47,"['Alan Brock', 'Jennifer Stock', 'Tawm Ellis']",Michael Findlay,"['Alan Brock', 'Jennifer Stock', 'Tawm Ellis', 'Michael Harris', 'Darcy Brown', 'Jack Neubeck', 'Tom Grail', 'Luci Brandt', 'Ivan Agar', 'Marina Stefan']",,,,,"July 18, 1974",['United States'],"Fordham University - 441 E. Fordham Road. Rose Hill, Bronx, New York City, New York, USA",['Ed Adlum and Mike Findlay Productions'],,['Horror'],['English']
48. The Night Porter,1974,1h 58m,R,6.6,15K,,"A concentration camp survivor rekindles her sadomasochistic relationship with an ex-SS officer working as a night porter at a Vienna hotel, but his former associates begin stalking them.",https://www.imdb.com/title/tt0071910/?ref_=sr_i_48,"['Liliana Cavani', 'Italo Moscati', 'Barbara Alberti']",Liliana Cavani,"['Dirk Bogarde', 'Charlotte Rampling', 'Philippe Leroy', 'Gabriele Ferzetti', 'Giuseppe Addobbati', 'Isa Miranda', 'Nino Bignamini', 'Marino Masé', 'Amedeo Amodio', 'Piero Vida']",,,,"$633,298","October 1, 1974","['Italy', 'France']","Via Tuscolona, Rome, Lazio, Italy","['Lotar Film Productions', 'Les Productions Artistes Associés']",2 nominations total,"['Psychological Drama', 'Drama']","['English', 'German', 'Latin']"
49. Juggernaut,1974,1h 49m,PG,6.6,6.6K,,A blackmailer demands a huge ransom in exchange for information on how to disarm the seven bombs he placed aboard the transatlantic liner Britannic.,https://www.imdb.com/title/tt0071706/?ref_=sr_i_49,"['Richard Harris', 'Omar Sharif', 'David Hemmings']",Richard Lester,"['Richard Harris', 'Omar Sharif', 'David Hemmings', 'Anthony Hopkins', 'Shirley Knight', 'Ian Holm', 'Clifton James', 'Roy Kinnear', 'Caroline Mortimer', 'Mark Burns']",,,,"$1,563,340","September 25, 1974","['United Kingdom', 'United States']","TS Maxim Gorkiy, Atlantic Ocean","['David V. Picker Productions', 'Two Roads Productions']",,"['Disaster', 'Psychological Thriller', 'Action', 'Drama', 'Thriller']",['English']
50. The Land That Time Forgot,1974,1h 31m,PG,5.6,7.4K,50.0,"During World War I, a German U-boat sinks a British ship and takes the survivors on board. After it takes a wrong turn, the submarine takes them to the unknown land of Caprona, where they find dinosaurs and neanderthals.",https://www.imdb.com/title/tt0073260/?ref_=sr_i_50,"['Doug McClure', 'John McEnery', 'Susan Penhaligon']",Kevin Connor,"['Doug McClure', 'John McEnery', 'Susan Penhaligon', 'Keith Barron', 'Anthony Ainley', 'Godfrey James', 'Bobby Parr', 'Declan Mulholland', 'Colin Farrell', 'Ben Howard']","$1,500,000 (estimated)",,,,"August 13, 1975","['United Kingdom', 'United States']","Shepperton Studios, Shepperton, Surrey, England, UK","['Amicus Productions', 'Lion International', 'Edgar Rice Burroughs Inc.']",,"['Dinosaur Adventure', 'Adventure', 'Fantasy']","['English', 'German']"
51. McQ,1974,1h 51m,PG,6.2,6.1K,,Seattle cop is caught up in a corrupt police force that he is trying to make right. McQ is a cop with a mission.,https://www.imdb.com/title/tt0071824/?ref_=sr_i_51,"['John Wayne', 'Eddie Albert', 'Diana Muldaur']",John Sturges,"['John Wayne', 'Eddie Albert', 'Diana Muldaur', 'Colleen Dewhurst', 'Clu Gulager', 'David Huddleston', 'Julian Christopher', 'Al Lettieri', 'Julie Adams', 'Roger E. Mosley']",,,,"$240,350","February 6, 1974",['United States'],"Quinault Indian Reservation, Washington, USA","['Warner Bros.', 'Levy-Gardner Productions', 'Batjac Productions']",,"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']",['English']
52. The Arena,1974,1h 23m,R,5.2,2.3K,,"When the Romans force a group of sex slaves to become gladiatrices, two such fighters - a Nubian dancer and a Gaulish priestess - form an alliance to lead the others in rebellion.",https://www.imdb.com/title/tt0069729/?ref_=sr_i_52,"['Margaret Markov', 'Pam Grier', 'Lucretia Love']",Steve Carver,"['Margaret Markov', 'Pam Grier', 'Lucretia Love', 'Paul Muller', 'Daniele Vargas', 'Marie Louise Sinclair', 'Maria Pia Conte', 'Rosalba Neri', 'Vassili Karis', 'Silvio Laurenzi']",,,,,January 1974,"['Italy', 'United States']","Rome, Lazio, Italy","['Dany Film', 'New World Pictures', 'San Jacinto Productions']",,"['Action', 'Adventure']","['Italian', 'English']"
53. Confessions of a Window Cleaner,1974,1h 30m,R,4.8,1.8K,,"A young and clumsy window cleaner working for his brother-in-law begins to realize that ""full service"" goes beyond just cleaning windows. Soon, he meets and becomes infatuated with a young female police officer.",https://www.imdb.com/title/tt0071357/?ref_=sr_i_53,"['Christopher Wood', 'Val Guest']",Val Guest,"['Robin Askwith', 'Anthony Booth', 'Sheila White', 'Dandy Nichols', 'Bill Maynard', 'Linda Hayden', 'John Le Mesurier', 'Joan Hickson', 'Katya Wyeth', 'Richard Wattis']",,,,,"November 8, 1974",['United Kingdom'],"Letchmore Heath, Hertfordshire, England, UK",['Columbia Pictures Corporation'],,['Comedy'],['English']
54. Blood for Dracula,1974,1h 46m,R,6.1,7K,,An ailing vampire count travels to Italy with his servant to find a bride.,https://www.imdb.com/title/tt0071233/?ref_=sr_i_54,"['Joe Dallesandro', 'Udo Kier', 'Vittorio De Sica']",Paul Morrissey,"['Joe Dallesandro', 'Udo Kier', 'Vittorio De Sica', 'Maxime McKendry', 'Arno Jürging', 'Milena Vukotic', 'Dominique Darel', 'Stefania Casini', 'Silvia Dionisio', 'Inna Alexeievna']",,,,"$283,134","November 6, 1974","['Italy', 'France', 'United States']","Villa Parisi, Frascati, Rome, Lazio, Italy","['Compagnia Cinematografica Champion', 'Yanne et Rassam', 'Andy Warhol Presentation']",2 nominations total,['Horror'],['English']
55. Julia,1974,1h 23m,R,4.7,691,,"Pauli is a sexually frustrated young man who's surrounded by sexually liberated women who will not give him the time of day. He meets a beautiful virgin woman, Andrea, who strongly resists his charms, which compounds his frustrations.",https://www.imdb.com/title/tt0071754/?ref_=sr_i_55,"['Jean-Claude Bouillon', 'Sylvia Kristel', 'Teri Tordai']",Sigi Rothemund,"['Jean-Claude Bouillon', 'Sylvia Kristel', 'Teri Tordai', 'Ekkehardt Belle', 'Gisela Hahn', 'Peter Berling', 'Rose Renée Roth', 'Dominique Delpierre', 'Christine Glasner', 'Michael Tietz']",,,,,"September 20, 1974",['West Germany'],"Arena di Verona, Verona, Veneto, Italy",['Lisa-Film'],,['Drama'],['German']
56. Deep Throat Part II,1974,1h 28m,R,3.6,750,,"When one of sex therapist extraordinaire Linda's patients turns out to be harboring the plans to a top-secret government computer, both the KGB and the CIA attempt to enlist Linda in their efforts to steal the data.",https://www.imdb.com/title/tt0069957/?ref_=sr_i_56,"['Linda Lovelace', 'Harry Reems', 'Levi Richards']",Joseph W. Sarno,"['Linda Lovelace', 'Harry Reems', 'Levi Richards', 'David Davidson', 'Andrea True', 'Kathie Fitch', 'Gus Thomas', 'Kevin Andre', 'Carlo Gonzales', 'Jamie Gillis']",,,,"$350,000","December 6, 1975",['United States'],"Farragut Rd & E 79th St, New York City, New York, USA",['Damiano Films'],,"['Comedy', 'Sci-Fi']",['English']
57. The Parallax View,1974,1h 42m,R,7.1,23K,65.0,An ambitious reporter gets in way-over-his-head trouble while investigating a senator's assassination which leads to a vast conspiracy involving a multinational corporation behind every event in the world's headlines.,https://www.imdb.com/title/tt0071970/?ref_=sr_i_57,"['David Giler', 'Lorenzo Semple Jr.', 'Loren Singer']",Alan J. Pakula,"['Warren Beatty', 'Paula Prentiss', 'William Daniels', 'Walter McGinn', 'Hume Cronyn', 'Kelly Thordsen', 'Chuck Waters', 'Earl Hindman', 'William Joyce', 'Betty Murray']",,,"$3,416",,"June 19, 1974",['United States'],"Gorge Dam, Skagit River, Washington, USA","['Doubleday Productions', 'Doubleday', 'Gus']",2 wins & 3 nominations total,"['Political Thriller', 'Drama', 'Mystery', 'Thriller']",['English']
58. My Little Loves,1974,2h 3m,,7.1,1.6K,,A boy is left to his own devices when his mother refuses to pay for his schooling.,https://www.imdb.com/title/tt0071833/?ref_=sr_i_58,"['Martin Loeb', 'Jacqueline Dufranne', 'Jacques Romain']",Jean Eustache,"['Martin Loeb', 'Jacqueline Dufranne', 'Jacques Romain', 'Ingrid Caven', 'Vincent Testanière', 'Roger Rizzi', 'Anne Stroka', 'Cirque Muller', 'Syndra Kahn', 'Jean-Jacques Bihan']",,,,,"December 18, 1974",['France'],"Pessac, France","['Elite Films', 'Gala']",2 nominations total,['Drama'],['French']
59. Messiah of Evil,1974,1h 30m,R,6.3,6.6K,69.0,A young woman goes searching for her missing artist father. Her journey takes her to a strange Californian seaside town governed by a mysterious undead cult.,https://www.imdb.com/title/tt0071396/?ref_=sr_i_59,"['Michael Greer', 'Marianna Hill', 'Joy Bang']",Willard Huyck,"['Michael Greer', 'Marianna Hill', 'Joy Bang', 'Anitra Ford', 'Royal Dano', 'Elisha Cook Jr.', 'Charles Dierkop', 'Bennie Robinson', 'Morgan Fisher', 'Emma Truckman']",,,,,"December 11, 1974",['United States'],"Anaheim, California, USA","['V/M Productions', 'International Cine Film Corp.']",,['Horror'],['English']
