Writer,Count,TotalGrossWorldWide,AverageGrossPerFilm,WriterWeight
Bruce Dern,8,496515425.2620218,62064428.15775272,136369486.9265324
Catherine Mary Stewart,2,25484140.075997237,12742070.037998619,13998594.726815011
Doriana Leondeff,1,17226122.31197445,17226122.31197445,11940238.112525856
Silvio Soldini,1,17226122.31197445,17226122.31197445,11940238.112525856
Eric Pearson,1,1063202394.3040632,1063202394.3040632,736955741.9764446
Christopher L. Yost,1,1063202394.3040632,1063202394.3040632,736955741.9764446
Craig Kyle,1,1063202394.3040632,1063202394.3040632,736955741.9764446
Angel Tompkins,1,8720429.453485401,8720429.453485401,6044541.08895531
Lucinda Crosby,1,8720429.453485401,8720429.453485401,6044541.08895531
Shari Shattuck,1,8720429.453485401,8720429.453485401,6044541.08895531
Han Liu,1,121301337.71831068,121301337.71831068,84079680.2375968
Han Li,1,121301337.71831068,121301337.71831068,84079680.2375968
Yehui Jiu,1,121301337.71831068,121301337.71831068,84079680.2375968
Emma Thompson,16,1584283900.2513041,99017743.76570651,280538392.9353389
Judy Davis,4,49824924.9023231,12456231.225580774,20047530.780495174
Hugh Grant,12,1980033362.5608075,165002780.21340063,423223775.0877291
Rose Byrne,5,528990755.2043735,105798151.04087469,189564838.95430723
Alexandra Shipp,1,11133950.787375271,11133950.787375271,7717466.596762353
Adam Devine,1,11133950.787375271,11133950.787375271,7717466.596762353
Frank Hohimer,1,38531267.3930033,38531267.3930033,26707839.35686159
Michael Mann,1,38531267.3930033,38531267.3930033,26707839.35686159
Mike Bacarella,1,66732497.68443523,66732497.68443523,46255442.62168936
Toni Attell,1,66732497.68443523,66732497.68443523,46255442.62168936
Billy Beck,1,66732497.68443523,66732497.68443523,46255442.62168936
Demián Bichir,3,12260418.251818568,4086806.0839395225,5665516.229155823
Gabriel Chavarria,1,8013470.7702942,8013470.7702942,5554514.670928958
Theo Rossi,2,10259963.324482579,5129981.662241289,5635860.894780337
Laura Dern,7,548402130.512617,78343161.50180243,162910024.5333804
Clint Eastwood,14,2087129549.910468,149080682.136462,403717971.24010056
Douglas Kenney,1,30388556.34830093,30388556.34830093,21063742.154111817
Brian Doyle-Murray,1,30388556.34830093,30388556.34830093,21063742.154111817
Shelley Long,6,374009409.70993155,62334901.618321925,121298117.69945711
Christopher Nolan,2,2304570888.8391495,1152285444.4195747,1265914949.292739
Jerry Siegel,5,3225725461.119222,645145092.2238444,1155944828.01808
JoBeth Williams,4,199588883.72609898,49897220.931524746,80306479.09229629
Sylvester Stallone,17,2959073530.4351587,174063148.849127,503107209.52399296
Estelle Getty,2,267940977.07955217,133970488.53977609,147181625.02866817
Seth Rogen,9,593931255.5190353,65992361.72433726,151953028.35792983
Skeet Ulrich,2,22295656.26868941,11147828.134344704,12247140.98035118
Cuba Gooding Jr.,3,150530966.690558,50176988.896852665,69560076.7656822
Peter Firth,1,21560823.256614644,21560823.256614644,14944823.850873739
Glenn Close,10,1244385505.6380804,124438550.56380804,298390612.15083635
Jeff Goldblum,9,704355022.3209045,78261669.14676717,180204152.73017815
Tom Berenger,9,505799416.6122383,56199935.17913759,129405132.97071387
Dennis Farina,3,82625137.60546353,27541712.53515451,38180920.7830697
Katherine Borowitz,1,324413.21201224177,324413.21201224177,224866.10324268116
Jonathan Hensleigh,3,1373284202.8586166,457761400.9528722,634592048.8793081
J.J. Abrams,4,4982473953.096308,1245618488.274077,2004745619.4571502
Tony Gilroy,4,2870333119.4884787,717583279.8721197,1154905735.954999
Christopher Kovaleski,1,189681158.23907888,189681158.23907888,131476960.03876236
Julianne Moore,22,1742787400.8080761,79217609.12763983,248386355.2194509
Dominic West,5,334424787.63228,66884957.526456,119841755.9969438
Mick Jagger,3,37840403.56153926,12613467.853846421,17485979.3599543
Andy Garcia,11,717715186.4892923,65246835.13539021,162132294.50555247
Julianna Margulies,3,17648067.173802532,5882689.057934177,8155138.669235831
Samantha Mathis,6,484791666.4871521,80798611.08119202,157226837.33246464
Richard E. Grant,8,145963632.91714016,18245454.11464252,40089360.2053528
Jason Patric,2,27642363.30558858,13821181.65279429,15184120.007674024
Chi McBride,1,21398154.41019455,21398154.41019455,14832070.398612712
Sophia Heikkilä,1,529131.2573576396,529131.2573576396,366765.8391835867
Siiri Solalinna,1,529131.2573576396,529131.2573576396,366765.8391835867
Jani Volanen,1,529131.2573576396,529131.2573576396,366765.8391835867
Talia Shire,5,759641968.9694264,151928393.7938853,272219138.22480285
Joe Cortese,1,7870463.753519418,7870463.753519418,5455389.760451228
Elizabeth Ashley,1,7870463.753519418,7870463.753519418,5455389.760451228
Chris Penn,3,47341108.146576025,15780369.382192008,21876237.090921752
Eric Stoltz,7,485041141.61046606,69291591.65863802,144087814.18408787
Ilan Mitchell-Smith,3,143354455.9681389,47784818.6560463,66243824.650013536
Phil Chapman,1,31841913.160599485,31841913.160599485,22071132.33090415
Brian Leith,1,31841913.160599485,31841913.160599485,22071132.33090415
David Fowler,1,31841913.160599485,31841913.160599485,22071132.33090415
Macaulay Culkin,4,229274584.49363908,57318646.12340977,92250802.16040955
Edward Herrmann,3,285325631.0338919,95108543.67796397,131848437.79508628
Joy Bryant,2,186209640.85507363,93104820.42753682,102286099.8559296
Patrick Cassidy,1,165732.67498239438,165732.67498239438,114877.13639070444
Georgia Brown,1,165732.67498239438,165732.67498239438,114877.13639070444
Stanley Shapiro,1,116096779.9859108,116096779.9859108,80472155.71932235
Dale Launer,2,221609452.5727242,110804726.2863621,121731433.94070373
Paul Henning,2,237145121.46992463,118572560.73496231,130265272.3222754
Corbin Reid,1,57349787.173324116,57349787.173324116,39751843.28490253
James Allen McCune,1,57349787.173324116,57349787.173324116,39751843.28490253
Callie Hernandez,1,57349787.173324116,57349787.173324116,39751843.28490253
Ariana DeBose,1,85479128.08075432,85479128.08075432,59249616.62589731
Ansel Elgort,2,97436397.71914482,48718198.85957241,53522411.94890294
Bernard Slade,3,146339397.47260198,48779799.157533996,67623160.50865017
Luke Wilson,8,649536189.2195837,81192023.65244797,178397109.85282233
Ralph Richardson,2,181784537.6717516,90892268.8358758,99855363.48801862
Andie MacDowell,7,250833430.81152058,35833347.25878865,74513350.86736439
Drew Barrymore,16,1225299933.301305,76581245.83133157,216971007.59377807
Rafael Azcona,1,11767843.167526726,11767843.167526726,8156847.312842766
José Luis García Sánchez,1,11767843.167526726,11767843.167526726,8156847.312842766
Fernando Trueba,1,11767843.167526726,11767843.167526726,8156847.312842766
Clancy Brown,3,70160580.46784621,23386860.15594874,32421072.358491182
Ron Silver,5,82586952.15348627,16517390.430697253,29595190.711138666
Yasiin Bey,2,57724509.47432135,28862254.737160675,31708427.732914083
Danny Glover,7,928839770.9508454,132691395.85012077,275924000.7542245
Jack Black,8,546990007.1818447,68373750.89773059,150232485.91715807
Michel Voletti,1,113869.07029223091,113869.07029223091,78928.02502604209
Charlotte Véry,1,113869.07029223091,113869.07029223091,78928.02502604209
Frédéric van den Driessche,1,113869.07029223091,113869.07029223091,78928.02502604209
Simon McBurney,1,341270454.7048644,341270454.7048644,236550653.48708725
Charlize Theron,13,2091664641.1718624,160897280.09014326,424617146.33705175
Ron Livingston,3,221682560.13890433,73894186.71296811,102439094.35972804
Mackenzie Davis,2,41846894.6776499,20923447.33882495,22986756.36773315
Eddie Redmayne,4,1325264243.5728483,331316060.8932121,533232629.3998605
Tom Prior,1,159248146.8258989,159248146.8258989,110382403.98176801
Armie Hammer,5,435538496.0909132,87107699.21818264,156076044.91684797
Naomi Watts,16,819724643.7257357,51232790.23285848,145153424.94096762
Snoop Dogg,4,61351760.27009483,15337940.067523707,24685462.2433147
Michael T. Weiss,1,14415885.188063242,14415885.188063242,9992330.173381912
Pam Grier,3,96993433.98420057,32331144.661400188,44820483.53265054
Rumi Jaffery,1,718818.9138792102,718818.9138792102,498247.3034885367
Sondra Locke,2,351120994.1760437,175560497.08802184,192872919.5055827
Geoffrey Lewis,3,358044521.5839468,119348173.86131561,165451700.43389815
Rick King,1,186874850.70863438,186874850.70863438,129531775.88625062
W. Peter Iliff,1,186874850.70863438,186874850.70863438,129531775.88625062
Brooke Baldwin,1,8098668.447856889,8098668.447856889,5613569.200921791
Jim Acosta,1,8098668.447856889,8098668.447856889,5613569.200921791
Roger Ailes,1,8098668.447856889,8098668.447856889,5613569.200921791
Mel Brooks,8,864966193.5211593,108120774.19014491,237565622.371206
Gregory Hines,4,197247542.9254151,49311885.731353775,79364418.42965892
Dom DeLuise,3,147489905.8364368,49163301.94547894,68154808.261052
Michael Douglas,13,2692768698.0392337,207136053.69532567,546643920.732229
Andrew McCarthy,6,344547571.21896935,57424595.20316156,111743102.61122514
Anita Morris,1,318900.1302903226,318900.1302903226,221044.72619093632
Margaret Colin,2,21802234.085935485,10901117.042967742,11976101.143613728
Justice Smith,1,12646232.97874611,12646232.97874611,8765700.733922064
Angourie Rice,2,103116934.70672072,51558467.35336036,56642765.81929525
Debby Ryan,1,12646232.97874611,12646232.97874611,8765700.733922064
Wendy Hughes,3,10034216.392687378,3344738.7975624595,4636792.534479761
Jon Finlayson,1,2453678.373823834,2453678.373823834,1700760.2468169022
Norman Kaye,1,2453678.373823834,2453678.373823834,1700760.2468169022
Christopher Frank,1,108288.14572490707,108288.14572490707,75059.62289728383
Andrzej Zulawski,2,4019233.84935527,2009616.924677635,2207789.848966265
Barbara Barrie,2,2411069.9111443665,1205534.9555721832,1324415.5166105642
John Ritter,3,219176251.00125968,73058750.33375323,101280933.61814803
Leslie Hope,2,44144428.89003764,22072214.44501882,24248806.02741544
Maria Conchita Alonso,3,88604234.69923808,29534744.899746027,40943850.311632365
Jeremy Irons,11,1684493742.1287515,153135794.7389774,380528154.66745526
Richard Wilson,1,1027270.8484354839,1027270.8484354839,712049.8922644785
Rachel Ward,3,10369515.870942192,3456505.290314064,4791733.793143457
Lloyd Kaufman,2,2841903.9512419356,1420951.9756209678,1561075.3020244236
Pericles Lewnes,2,2841903.9512419356,1420951.9756209678,1561075.3020244236
Gay Partington Terry,2,2841903.9512419356,1420951.9756209678,1561075.3020244236
Wesley Strick,4,525442590.25085825,131360647.56271456,211416806.3893269
Al Williams,1,124044673.77475135,124044673.77475135,85981215.89044708
Don Jakoby,4,347880463.38842773,86970115.84710693,139973001.69311965
Dave Goelz,1,72264170.9505203,72264170.9505203,50089706.34985505
Steve Whitmire,1,72264170.9505203,72264170.9505203,50089706.34985505
Mary Elizabeth Winstead,5,461116800.15117514,92223360.03023502,165242078.61820173
Ryan Merriman,1,179692974.49873018,179692974.49873018,124553678.64022498
Kris Lemche,1,179692974.49873018,179692974.49873018,124553678.64022498
Prashanth Neel,1,92792683.41863286,92792683.41863286,64318986.88821696
Colin Farrell,21,2662310852.429421,126776707.25854385,391872184.23313844
Rosario Dawson,4,382143582.8100836,95535895.7025209,153759092.54198718
Elizabeth Peña,2,62224379.51438975,31112189.757194877,34180233.994628385
Danny Aiello,6,122308735.48299141,20384789.247165237,39666968.282412454
Rick Friedberg,1,52357068.948897384,52357068.948897384,36291154.72431088
Aaron Seltzer,1,52357068.948897384,52357068.948897384,36291154.72431088
Jason Friedberg,1,52357068.948897384,52357068.948897384,36291154.72431088
Thom Hartmann,1,1447823.1294865487,1447823.1294865487,1003554.5201530778
Kenny Ausubel,1,1447823.1294865487,1447823.1294865487,1003554.5201530778
Justin Timberlake,5,890156743.1747757,178031348.63495514,318989354.736122
Cillian Murphy,6,1661659324.090774,276943220.68179566,538906623.8367715
Ronit Elkabetz,3,26272450.88442232,8757483.628140774,12140450.171291316
Lior Ashkenazi,2,6534893.421510026,3267446.710755013,3589657.109003652
Moni Moshonov,1,3214422.0056239413,3214422.0056239413,2228067.5503280796
Liam Neeson,17,4293281996.5904546,252545999.7994385,729951825.3899475
Justine Bateman,1,21257337.99109045,21257337.99109045,14734463.894734157
Trini Alvarado,4,119519324.50448349,29879831.126120873,48089733.03150743
Kevin McKidd,2,316751700.9525535,158375850.47627676,173993655.56150076
Logan Lerman,6,714964565.4765824,119160760.91276373,231876134.0293006
Lisa Schrage,1,7197831.041707747,7197831.041707747,4989156.292706579
Michael Ironside,3,51484105.39255556,17161368.464185186,23790708.33100064
Wendy Lyon,1,7197831.041707747,7197831.041707747,4989156.292706579
Renee Patrick,1,1200362.963631551,1200362.963631551,832028.2038897898
Greg Kirsch,1,1200362.963631551,1200362.963631551,832028.2038897898
Molly Graham,1,1200362.963631551,1200362.963631551,832028.2038897898
Nien-Jen Wu,1,2116666.765598142,2116666.765598142,1467161.6007592909
Issei Ogata,1,2116666.765598142,2116666.765598142,1467161.6007592909
Elaine Jin,1,2116666.765598142,2116666.765598142,1467161.6007592909
Todd Phillips,4,1415035758.7794802,353758939.69487005,569353049.4074124
Scot Armstrong,2,831815259.4971553,415907629.74857765,456921232.99261373
Craig Mazin,5,1794615908.79347,358923181.758694,643104009.6416023
Jason Segel,7,1387385537.8859642,198197933.98370916,412141017.4008425
Judy Greer,2,161963217.4126418,80981608.7063209,88967390.48087652
Ed Helms,5,342556322.2532766,68511264.45065531,122755706.82824907
Susan Saint James,2,59801565.54353531,29900782.771767654,32849367.39385965
George Segal,2,79531552.53246735,39765776.266233675,43687170.47451098
Peter Krause,1,5421748.668745368,5421748.668745368,3758069.803445488
Mark Ruffalo,15,1377004270.129434,91800284.6752956,254524433.989126
Paul Guimard,1,43908119.4931579,43908119.4931579,30434789.230371572
Marisa Berenson,1,49835322.75436743,49835322.75436743,34543213.459484674
William Holden,2,176756916.64775935,88378458.32387967,97093660.36815661
Julia Goldani Telles,1,62781361.56060165,62781361.56060165,43516723.75744556
Jaz Sinclair,1,62781361.56060165,62781361.56060165,43516723.75744556
Joey King,5,357351518.7652217,71470303.75304434,128057593.51812258
Álex de la Iglesia,1,41347541.795577675,41347541.795577675,28659932.018689163
Filippo Bologna,1,41347541.795577675,41347541.795577675,28659932.018689163
Jorge Guerricaechevarría,1,41347541.795577675,41347541.795577675,28659932.018689163
Steve Martin,16,1815253500.9375105,113453343.8085944,321437527.6063074
Goldie Hawn,12,1734662050.751932,144555170.89599434,370776692.7074233
David Lynch,2,105476464.01221639,52738232.006108195,57938869.764540285
Mark Frost,3,973280902.2755111,324426967.42517036,449751275.5367401
Robert Engels,1,9226604.597847467,9226604.597847467,6395394.9631394
Martie Maguire,1,2875038.694563492,2875038.694563492,1992824.9651374302
Emily Strayer,1,2875038.694563492,2875038.694563492,1992824.9651374302
Natalie Maines,1,2875038.694563492,2875038.694563492,1992824.9651374302
Valerie Curtin,1,58442371.47641963,58442371.47641963,40509165.01411723
Preston Sturges,1,58442371.47641963,58442371.47641963,40509165.01411723
Barry Levinson,1,58442371.47641963,58442371.47641963,40509165.01411723
Jun'ichi Masuda,1,48214769.58343309,48214769.58343309,33419931.598104056
Satoshi Tajiri,2,94894817.64596573,47447408.82298286,52126306.39838867
Hideki Sonoda,1,48214769.58343309,48214769.58343309,33419931.598104056
Bruce Greenwood,6,208580296.43272752,34763382.73878792,67646419.2869017
Shawn Driscoll,1,117810834.1624855,117810834.1624855,81660247.5391421
Ted Hughes,1,42684528.99822329,42684528.99822329,29586660.9286477
Tim McCanlies,2,52963468.57618104,26481734.28809052,29093158.714139882
Brad Bird,3,485998070.4989239,161999356.83297464,224578794.88260177
Gloria Katz,2,168557906.39471427,84278953.19735713,92589893.65870103
Bill Norton,3,204572124.97152877,68190708.32384293,94532394.43011464
George Lucas,3,2335514615.1461935,778504871.7153978,1079236913.7634199
Harry Dean Stanton,4,130977221.84488653,32744305.46122163,52699926.62561305
Jack Nicholson,9,1657408371.9496295,184156485.77218106,424035978.91719425
Ellen Barkin,9,418707819.0048456,46523091.0005384,107123375.81784518
Denzel Whitaker,2,35197874.2525289,17598937.12626445,19334408.594411552
Holland Roden,1,5153570.391474861,5153570.391474861,3572182.7866680133
Keegan Allen,1,5153570.391474861,5153570.391474861,3572182.7866680133
Kirsten Dunst,12,2036950128.8703127,169745844.07252607,435389493.68559194
Willem Dafoe,16,2756934698.9996796,172308418.68747997,488186511.11859375
Diane English,1,70771885.58121346,70771885.58121346,49055332.95352916
