Company,TotalBudget,TotalGrossWorldWide,Count,AverageGrossPerFilm,AverageBudgetPerFilm,Production-Weight
Breakup Productions,16130333.509793542,20234300.06515617,1,20234300.06515617,16130333.509793542,17593752.826178256
Oriental Light and Magic (OLM),30375277.25856698,46680048.06253263,1,46680048.06253263,30375277.25856698,49724199.39791013
Pikachu Project,30375277.25856698,46680048.06253263,1,46680048.06253263,30375277.25856698,49724199.39791013
Novel Entertainment Productions,30375277.25856698,46680048.06253263,1,46680048.06253263,30375277.25856698,49724199.39791013
Gerber Pictures,162447051.0583865,463591164.12372935,4,115897791.03093234,40611762.764596626,532319902.55285853
Double Nickel Entertainment,46702396.15797272,382051397.27758557,1,382051397.27758557,46702396.15797272,2166356279.358884
Matten Productions,46702396.15797272,382051397.27758557,1,382051397.27758557,46702396.15797272,2166356279.358884
Eternity Pictures,33397790.69604495,29687481.670065023,2,14843740.835032512,16698895.348022476,14495841.63955706
Baumgarten-Prophet Entertainment,89618235.29411764,24859966.786650658,2,12429983.393325329,44809117.64705882,3788080.131001234
Arnon Goldfinger Productions,30375277.25856698,790330.9296564846,1,790330.9296564846,30375277.25856698,14253.554056010402
Noga Communications,30375277.25856698,790330.9296564846,1,790330.9296564846,30375277.25856698,14253.554056010402
Walt Disney Feature Animation,1133431121.126451,2864606181.1241484,6,477434363.5206914,188905186.8544085,2348044098.323445
Czech Anglo Productions,33562965.07832898,45016311.99443538,2,22508155.99721769,16781482.53916449,33166065.957756918
Washington Square Films,30483017.745055392,41874393.065074764,2,20937196.532537382,15241508.872527696,31597560.109877925
Benaroya Pictures,4741094.252219491,26420139.199418508,1,26420139.199418508,4741094.252219491,102050955.37493272
Before The Door Pictures,42254795.36925213,59698851.20257653,3,19899617.06752551,14084931.78975071,38975361.06181665
Olympus Pictures,41833601.72567635,31831783.332675196,3,10610594.444225065,13944533.908558784,11192597.459865347
Class 5 Films,30375277.25856698,4644228.404418234,1,4644228.404418234,30375277.25856698,492189.5071980075
Exclusive Films,41920699.26991232,33777185.62709579,1,33777185.62709579,41920699.26991232,18864437.668207794
National Geographic Films,72295976.5284793,34637795.82875046,2,17318897.91437523,36147988.26423965,9115926.702661643
Roth/Kirschenbaum Films,231030076.00140646,516286635.6428089,2,258143317.82140446,115515038.00070323,633764198.9033414
Thorn EMI,30375277.25856698,3443254.367527881,1,3443254.367527881,30375277.25856698,270547.4371816126
PfH Ltd.,30375277.25856698,3443254.367527881,1,3443254.367527881,30375277.25856698,270547.4371816126
Fogbound Inc.,30375277.25856698,73641413.3888755,1,73641413.3888755,30375277.25856698,123751206.23450197
Rogue Pictures,300973555.6769786,583250341.9284978,10,58325034.19284978,30097355.56769786,271026574.8449763
Crystal Lake Entertainment,21304157.32484373,65325964.46555139,1,65325964.46555139,21304157.32484373,138845804.46660346
Roadside Attractions,42970079.49260765,23227605.050538916,3,7742535.016846306,14323359.830869218,5801989.128658217
Sullivan Studios,30375277.25856698,235037564.72083944,1,235037564.72083944,30375277.25856698,1260607154.3754594
Vincent Pictures,42312617.34020866,265753779.4445089,2,132876889.72225446,21156308.67010433,916860928.0578574
Century Associates,30375277.25856698,149618805.15735537,1,149618805.15735537,30375277.25856698,510831388.0483632
Woodfall Film Productions,52370128.0766613,19305099.21944282,2,9652549.60972141,26185064.03833065,3909083.047183819
Filmtown Entertainment,30375277.25856698,16290195.260499422,1,16290195.260499422,30375277.25856698,6055608.50403493
El Dorado Pictures,30375277.25856698,16290195.260499422,1,16290195.260499422,30375277.25856698,6055608.50403493
SModcast Pictures,15779679.180156194,8013622.878718928,2,4006811.439359464,7889839.590078097,2235496.987750379
Zero Patience Productions,30375277.25856698,458212.7653979239,1,458212.7653979239,30375277.25856698,4791.1479104600885
Corner Store Entertainment,99535048.82531774,78856460.61450212,1,78856460.61450212,99535048.82531774,43303598.54767084
Instituto Mexicano de Cinematografía (IMCINE),63170104.54360299,21632138.123287324,3,7210712.707762442,21056701.514534328,3423115.089530904
Gobierno del Estado de Veracruz,30375277.25856698,1007845.489735683,1,1007845.489735683,30375277.25856698,23178.91610144427
Origin Pictures,44516549.82551365,85533214.07478127,2,42766607.037390634,22258274.912756827,90273970.15842657
Stampede Entertainment,78361000.73334163,73841860.88436055,2,36920930.442180276,39180500.36667082,38222558.042569906
Fortress Features,18475167.812469266,27713841.322892677,2,13856920.661446339,9237583.906234633,22835972.80735875
Imaginarium Entertainment Group,8521662.929937493,14535791.035812004,1,14535791.035812004,8521662.929937493,17186144.189046696
Winkler Films,216126128.37457463,275946367.501297,5,55189273.5002594,43225225.67491493,126255932.32920212
Potboiler Productions,41132798.763856515,36206287.87502979,2,18103143.937514894,20566399.381928258,17506293.13955943
Ruckus Films,1592560.7812050837,789668.6090925721,1,789668.6090925721,1592560.7812050837,271405.8429582828
Dan Krech Productions,52899652.77777778,25130642.053452384,1,25130642.053452384,52899652.77777778,8275224.951332073
IDT Entertainment,52899652.77777778,25130642.053452384,1,25130642.053452384,52899652.77777778,8275224.951332073
Arc Productions,145628106.66521415,223876757.46600315,3,74625585.82200105,48542702.22173805,159040237.30509707
Echo Lake Entertainment,56919523.04870717,20804352.452695798,3,6934784.150898599,18973174.349569056,3513834.9245441565
The Joneses,14202771.549895821,10004197.934016043,1,10004197.934016043,14202771.549895821,4884463.97591613
Potomac Pictures,30375277.25856698,34259979.43686277,1,34259979.43686277,30375277.25856698,26784244.834013786
Fidecine,30375277.25856698,34259979.43686277,1,34259979.43686277,30375277.25856698,26784244.834013786
TKBC,42744624.41876921,58941818.74862606,2,29470909.37431303,21372312.209384605,44645739.06505081
Northern Ireland Screen,12369347.160202235,55278285.2334871,1,55278285.2334871,12369347.160202235,171233134.75474656
Ace Bone,145415785.60939798,38519701.99823789,1,38519701.99823789,145415785.60939798,7072610.547347509
James Patterson Entertainment,10791214.422912665,29601112.40746312,1,29601112.40746312,10791214.422912665,56282217.89048002
Thomas Tull Productions,30375277.25856698,2683610.2575811767,1,2683610.2575811767,30375277.25856698,164340.30804991696
DreamWorks,258855954.65132576,909970531.0926309,6,151661755.18210515,43142659.108554296,1037452040.6489958
Constellation,30375277.25856698,1823577.490577428,1,1823577.490577428,30375277.25856698,75884.60117066908
Robbins Entertainment,1869337.4233128834,6347486.637190184,1,6347486.637190184,1869337.4233128834,14939681.92315685
Luv Films,30375277.25856698,1755717.1969944104,1,1755717.1969944104,30375277.25856698,70341.93910867049
O Entertainment,219518451.68879384,490270829.3245817,5,98054165.86491634,43903690.337758765,392383539.93299323
Delux Productions,19871869.56521739,54697511.41701087,1,54697511.41701087,19871869.56521739,104357067.91300622
Archer Street Productions,19871869.56521739,54697511.41701087,1,54697511.41701087,19871869.56521739,104357067.91300622
Mire,30375277.25856698,129206.29998615917,1,129206.29998615917,30375277.25856698,380.9540458442593
Belbo Films,60750554.51713396,5330993.984362595,2,2665496.9921812974,30375277.25856698,256968.91771411189
Embassy International Pictures,235757445.56438246,85517296.74991432,5,17103459.349982865,47151489.11287649,11116094.111769162
Legend Production Company,69379172.86245354,47680845.04513011,1,47680845.04513011,69379172.86245354,22713508.861543607
The Mazur Kaplan Company,60750554.51713396,22859552.132856674,2,11429776.066428337,30375277.25856698,4724976.417349365
The Mob Film Company,30375277.25856698,10102539.50367167,1,10102539.50367167,30375277.25856698,2328983.034559506
Sandollar-Schaffel Productions,24572741.93548387,5036844.466435484,1,5036844.466435484,24572741.93548387,715630.6324279939
Flux Capacitor Studios,30375277.25856698,744682.5013044821,1,744682.5013044821,30375277.25856698,12654.573363595478
Give Me Liberty,30375277.25856698,744682.5013044821,1,744682.5013044821,30375277.25856698,12654.573363595478
Give Me Liberty Mfg.,30375277.25856698,744682.5013044821,1,744682.5013044821,30375277.25856698,12654.573363595478
Groucho Film Partnership,140828655.46218488,864344825.5779711,2,432172412.78898555,70414327.73109244,2914053338.6367497
Brucks Entertainment,19283553.50038183,20745305.991941508,1,20745305.991941508,19283553.50038183,15469564.372604465
Messidor Films,60750554.51713396,1117198.171623364,2,558599.085811682,30375277.25856698,11285.599732098355
Road Movies Dritte Produktionen,30375277.25856698,457452.8713910761,1,457452.8713910761,30375277.25856698,4775.269934289184
Standard Film Company,39296884.920634925,22401730.336884923,1,22401730.336884923,39296884.920634925,8851777.036169045
Spooky Pictures,30375277.25856698,3763586.0,1,3763586.0,30375277.25856698,323227.9434258078
No Remake Pictures,30375277.25856698,3763586.0,1,3763586.0,30375277.25856698,323227.9434258078
CD2 Films,118775314.59808488,157179934.7797263,1,157179934.7797263,118775314.59808488,144176168.5652846
Hit The Ground Running Films,30375277.25856698,6751451.124891304,1,6751451.124891304,30375277.25856698,1040158.3658687639
Notorious Pictures,30375277.25856698,6751451.124891304,1,6751451.124891304,30375277.25856698,1040158.3658687639
British Columbia Film,30375277.25856698,639332.3780879541,1,639332.3780879541,30375277.25856698,9327.357198408052
Boneyard Film Company Inc.,30375277.25856698,639332.3780879541,1,639332.3780879541,30375277.25856698,9327.357198408052
Canada Council Media Arts,30375277.25856698,639332.3780879541,1,639332.3780879541,30375277.25856698,9327.357198408052
Mikado Film,76388922.6254934,50718146.4344883,4,12679536.608622074,19097230.65637335,13549104.670431128
Adventure Pictures,69437710.61121807,16021473.35901549,3,5340491.11967183,23145903.53707269,1708219.646214489
The Film Consortium,65782034.69450075,14022053.034450026,3,4674017.678150008,21927344.898166917,1381179.4571529976
Baby Cow Productions,60750554.51713396,10260228.8829863,2,5130114.44149315,30375277.25856698,951871.4665613972
Revolution Films,91125831.77570094,12732502.995184407,3,4244167.665061469,30375277.25856698,822091.7132941474
Fourth & Twenty Eight Films,30375277.25856698,2867076.0,1,2867076.0,30375277.25856698,187578.74285006447
WME Independent,30375277.25856698,2867076.0,1,2867076.0,30375277.25856698,187578.74285006447
Electric Kinney Films,30375277.25856698,8990156.661481453,1,8990156.661481453,30375277.25856698,1844334.6681666928
Battle Mountain Films,33831311.381374106,48165143.4910732,2,24082571.7455366,16915655.690687053,37667026.83083292
Atomic Monster,99846735.80101117,364602971.7997269,2,182301485.89986345,49923367.90050559,731342806.143511
Icon Productions,594406523.0557834,1177648552.503671,9,130849839.16707455,66045169.22842038,596926717.5747164
Majestic Films International,71747017.77172713,44429254.38479768,3,14809751.461599225,23915672.59057571,12713595.741897661
Accent Films B.V.,30375277.25856698,11945988.735316062,1,11945988.735316062,30375277.25856698,3256487.474307871
Bulletproof Productions,13411179.57746479,2167104.4612147887,1,2167104.4612147887,13411179.57746479,242727.04882193642
Nu Boyana Film Studios,90096732.22492565,78872548.25334549,1,78872548.25334549,90096732.22492565,47859501.02138994
Manchester Pictures,12097750.132345157,5399866.258305982,1,5399866.258305982,12097750.132345157,1670655.3191708585
Baldwin Entertainment Group,202822631.8484383,186035706.24885815,1,186035706.24885815,202822631.8484383,118277370.75902902
Chungeorahm Film,19332483.63502603,135171468.97426587,1,135171468.97426587,19332483.63502603,655100418.4552732
Boston Investments,19332483.63502603,135171468.97426587,1,135171468.97426587,19332483.63502603,655100418.4552732
Nintendo Entertainment,19332483.63502603,135171468.97426587,1,135171468.97426587,19332483.63502603,655100418.4552732
Les Films 13,60750554.51713396,8602394.919753918,2,4301197.459876959,30375277.25856698,669118.3853020493
Eone Entertainment,52058225.55568844,101578627.19184023,1,101578627.19184023,52058225.55568844,137385462.0224959
ICE3,30375277.25856698,3315306.3951219516,1,3315306.3951219516,30375277.25856698,250814.44967411124
Cité-Amérique,30375277.25856698,11431299.484569205,1,11431299.484569205,30375277.25856698,2981922.939163075
Alliance Atlantis Vivafilm,33474880.162063047,14428346.098322514,2,7214173.049161257,16737440.081031524,3416083.9011164843
Blackened Recordings,23543555.248393483,10432165.026266651,1,10432165.026266651,23543555.248393483,3204072.341627468
Hit The Lights,23543555.248393483,10432165.026266651,1,10432165.026266651,23543555.248393483,3204072.341627468
Section Eight,214533043.60646394,387345620.0400307,3,129115206.68001024,71511014.53548798,323174664.61493355
Zone Productions,44053301.20481928,50411248.0123494,1,50411248.0123494,44053301.20481928,39985441.99227956
Delphi I Productions,44053301.20481928,50411248.0123494,1,50411248.0123494,44053301.20481928,39985441.99227956
You So Crazy Productions,30375277.25856698,20939937.679500677,1,20939937.679500677,30375277.25856698,10005895.892743738
HBO Independent Productions,30375277.25856698,20939937.679500677,1,20939937.679500677,30375277.25856698,10005895.892743738
Codeblack Films,17636993.70402783,47337369.6559439,3,15779123.218647966,5878997.901342611,58710784.93204619
Flavor Unit Entertainment,98932158.46166992,71911759.2855476,5,14382351.85710952,19786431.692333985,18731478.015668534
Electric Republic,8790356.633330325,13837346.417182185,2,6918673.208591092,4395178.316665162,11965024.409702435
Krasnow Productions,40064622.83737024,4470355.790920415,1,4470355.790920415,40064622.83737024,345739.16710393166
Elektra Entertainment Group,40064622.83737024,4470355.790920415,1,4470355.790920415,40064622.83737024,345739.16710393166
Arnon Milchan Productions,118279253.01972106,63817355.60488908,3,21272451.86829636,39426417.673240356,15911211.098029137
Meatball Animation,57586814.89716509,40366885.39167315,1,40366885.39167315,57586814.89716509,19613400.01004448
Walker George Films,30375277.25856698,10429487.047506051,1,10429487.047506051,30375277.25856698,2482167.6344619603
Alpha Film Corporation,30375277.25856698,4743962.219737533,1,4743962.219737533,30375277.25856698,513555.81806400075
Woodline Films Ltd.,30375277.25856698,4743962.219737533,1,4743962.219737533,30375277.25856698,513555.81806400075
Kasander & Wigman Productions,30375277.25856698,4743962.219737533,1,4743962.219737533,30375277.25856698,513555.81806400075
