Actor,Count,TotalGrossWorldWide,AverageGrossPerFilm,top_3_count,weight
Amruta Subhash,1,34723247.27319025,34723247.27319025,1,24068320.947297633
Siddhant Chaturvedi,1,34723247.27319025,34723247.27319025,0,7220496.284189289
Iqlaq Khan,1,34723247.27319025,34723247.27319025,0,7220496.284189289
Vijay Varma,1,34723247.27319025,34723247.27319025,0,7220496.284189289
Gabriela Roel,1,9041974.116000002,9041974.116000002,1,6267418.865201405
Jenny Gago,1,9041974.116000002,9041974.116000002,0,1880225.6595604215
Samuel Valadez De La Torre,1,9041974.116000002,9041974.116000002,0,1880225.6595604215
Guillermo Ríos,1,9041974.116000002,9041974.116000002,0,1880225.6595604215
Robert Eddison,1,1199536126.2285001,1199536126.2285001,0,249436525.16252503
Richard Belzer,1,18302847.21955466,18302847.21955466,0,3805970.0839361236
Pháp De,1,2056158.9619166125,2056158.9619166125,1,1425220.7872355639
David Gair,1,2056158.9619166125,2056158.9619166125,1,1425220.7872355639
Thich Nhát Hanh,1,2056158.9619166125,2056158.9619166125,1,1425220.7872355639
Chan Khong,1,2056158.9619166125,2056158.9619166125,0,427566.23617066914
Pháp Dung,1,2056158.9619166125,2056158.9619166125,0,427566.23617066914
Dang Nghiêm,1,2056158.9619166125,2056158.9619166125,0,427566.23617066914
Pháp Huu,1,2056158.9619166125,2056158.9619166125,0,427566.23617066914
Dinh Nghiêm,1,2056158.9619166125,2056158.9619166125,0,427566.23617066914
Pháp Linh,1,2056158.9619166125,2056158.9619166125,0,427566.23617066914
Serinda Swan,1,589688727.5680927,589688727.5680927,0,122622323.67654154
Mike Howard,1,38649340.5921714,38649340.5921714,1,26789681.461964652
Bruce Goodchild,1,38649340.5921714,38649340.5921714,0,8036904.438589395
Matt Hering,1,38649340.5921714,38649340.5921714,0,8036904.438589395
Dan Anderson,1,38649340.5921714,38649340.5921714,0,8036904.438589395
Sarah Shoshana David,1,38649340.5921714,38649340.5921714,0,8036904.438589395
Price Carson,1,38649340.5921714,38649340.5921714,0,8036904.438589395
Warren Stevens,1,40943343.37349398,40943343.37349398,1,28379763.02203507
Parker Stevenson,1,40943343.37349398,40943343.37349398,0,8513928.90661052
Frank O. Hill,1,40943343.37349398,40943343.37349398,0,8513928.90661052
Jim Nabors,1,40943343.37349398,40943343.37349398,0,8513928.90661052
Jeanne Sakata,1,4091157.4266286525,4091157.4266286525,1,2835774.2354945317
Michael Goldner,1,4091157.4266286525,4091157.4266286525,0,850732.2706483594
J.B. Quon,1,4091157.4266286525,4091157.4266286525,0,850732.2706483594
Alan Stock,1,4091157.4266286525,4091157.4266286525,0,850732.2706483594
E.J. Moore,1,4091157.4266286525,4091157.4266286525,0,850732.2706483594
Erica Leerhsen,1,86960518.46554008,86960518.46554008,1,60276438.19442017
Sara Phillips,1,86960518.46554008,86960518.46554008,1,60276438.19442017
Deb Burgoyne,1,86960518.46554008,86960518.46554008,0,18082931.45832605
Stephen Barker Turner,1,86960518.46554008,86960518.46554008,0,18082931.45832605
Kurt Loder,1,86960518.46554008,86960518.46554008,0,18082931.45832605
Bruce D. Reed,1,86960518.46554008,86960518.46554008,0,18082931.45832605
Joe Berlinger,1,86960518.46554008,86960518.46554008,0,18082931.45832605
Lynda Millard,1,86960518.46554008,86960518.46554008,0,18082931.45832605
Talulah Riley,1,48313225.65231772,48313225.65231772,1,33488176.14466045
Ntasha Bhardwaj,1,16589633.401624689,16589633.401624689,1,11499057.618859248
Hiten Paintal,1,16589633.401624689,16589633.401624689,0,3449717.285657774
Minissha Lamba,1,16589633.401624689,16589633.401624689,0,3449717.285657774
Sumit Arora,1,16589633.401624689,16589633.401624689,0,3449717.285657774
Puneet Issar,1,16589633.401624689,16589633.401624689,0,3449717.285657774
Menekka Arora,1,16589633.401624689,16589633.401624689,0,3449717.285657774
Alan Ramirez,1,13900067.653762732,13900067.653762732,1,9634792.703798132
Patricia Garza,1,13900067.653762732,13900067.653762732,0,2890437.8111394397
Estefania Alejandra,1,13900067.653762732,13900067.653762732,0,2890437.8111394397
Constantine Hartofolis,1,116096411.24041323,116096411.24041323,0,24141570.037326112
Siobhan Keegan,1,116096411.24041323,116096411.24041323,0,24141570.037326112
Brian Neville,1,116096411.24041323,116096411.24041323,0,24141570.037326112
Jean Shevlin,1,116096411.24041323,116096411.24041323,0,24141570.037326112
Mark Billingham,1,31998134.85274474,31998134.85274474,1,22179416.956356935
Jasmine Trinca,1,31998134.85274474,31998134.85274474,0,6653825.08690708
Daniel Adegboyega,1,31998134.85274474,31998134.85274474,0,6653825.08690708
Peter Franzén,1,31998134.85274474,31998134.85274474,0,6653825.08690708
Ade Oyefeso,1,31998134.85274474,31998134.85274474,0,6653825.08690708
Michael Raysses,1,12366803.592894739,12366803.592894739,1,8572015.04295359
Brien Varady,1,12366803.592894739,12366803.592894739,1,8572015.04295359
Donna W. Scott,1,12366803.592894739,12366803.592894739,0,2571604.5128860767
Zack Phifer,1,12366803.592894739,12366803.592894739,0,2571604.5128860767
Mik Scriba,1,12366803.592894739,12366803.592894739,0,2571604.5128860767
Brad James,1,30165456.795626797,30165456.795626797,1,20909101.328191556
Jesse C. Boyd,1,30165456.795626797,30165456.795626797,0,6272730.398457467
Noree Victoria,1,30165456.795626797,30165456.795626797,0,6272730.398457467
Sue Morales,1,908894.3007268723,908894.3007268723,1,629997.5219758345
Christina Mastin,1,908894.3007268723,908894.3007268723,1,629997.5219758345
Christopher Shaw,1,908894.3007268723,908894.3007268723,0,188999.25659275035
Anthony Clark,1,908894.3007268723,908894.3007268723,0,188999.25659275035
Holly Near,1,908894.3007268723,908894.3007268723,0,188999.25659275035
Rosemary De Angelis,1,1849202.119965157,1849202.119965157,0,384530.7707217967
Michele Santopietro,1,1849202.119965157,1849202.119965157,0,384530.7707217967
Anthony Arkin,2,25009466.205155376,12504733.102577688,0,4121356.0359020242
Medina Senghore,1,22119490.94290881,22119490.94290881,1,15332062.782498486
Finn Little,1,22119490.94290881,22119490.94290881,0,4599618.834749546
Boots Southerland,1,22119490.94290881,22119490.94290881,0,4599618.834749546
John DiResta,1,387543850.7205575,387543850.7205575,1,268624927.47029877
Don Knotts,1,90438833.03690083,90438833.03690083,0,18806226.639797833
Robert Pine,1,90438833.03690083,90438833.03690083,0,18806226.639797833
Audrey Totter,1,90438833.03690083,90438833.03690083,0,18806226.639797833
J. Don Ferguson,1,245451643.540972,245451643.540972,0,51040234.405268826
Jack Randall,1,360780768.3783424,360780768.3783424,0,75022251.7205096
Edward Woodall,1,360780768.3783424,360780768.3783424,0,75022251.7205096
Max Benitz,1,360780768.3783424,360780768.3783424,0,75022251.7205096
Max Pirkis,1,360780768.3783424,360780768.3783424,0,75022251.7205096
Aaron Carter,1,5371793.220476191,5371793.220476191,1,3723443.3253241
Carolina Garcia,1,5371793.220476191,5371793.220476191,0,1117032.99759723
Ryan Locke,1,5371793.220476191,5371793.220476191,0,1117032.99759723
Ronald France,1,6199062.578913691,6199062.578913691,1,4296862.7486886885
Sean Gilder,1,6199062.578913691,6199062.578913691,1,4296862.7486886885
Kim Uylenbroek,1,6199062.578913691,6199062.578913691,0,1289058.8246066065
Aiden Lithgow,1,6199062.578913691,6199062.578913691,0,1289058.8246066065
Michael Huff,1,6199062.578913691,6199062.578913691,0,1289058.8246066065
Grant Swanby,1,6199062.578913691,6199062.578913691,0,1289058.8246066065
Catinca Untaru,1,6199062.578913691,6199062.578913691,0,1289058.8246066065
Andrew Roussouw,1,6199062.578913691,6199062.578913691,0,1289058.8246066065
Cisse Cameron,1,1055053.0443195268,1055053.0443195268,1,731307.043011267
James Ryan,1,1055053.0443195268,1055053.0443195268,1,731307.043011267
Cameron Mitchell,1,1055053.0443195268,1055053.0443195268,1,731307.043011267
Graham Clarke,1,1055053.0443195268,1055053.0443195268,0,219392.1129033801
Norman Anstey,1,1055053.0443195268,1055053.0443195268,0,219392.1129033801
Arthur Hall,1,1055053.0443195268,1055053.0443195268,0,219392.1129033801
Billy Second,1,1055053.0443195268,1055053.0443195268,0,219392.1129033801
Rufus Swart,1,1055053.0443195268,1055053.0443195268,0,219392.1129033801
Ambrosia Kelley,1,255930558.69849655,255930558.69849655,1,177397545.18099445
Polly Cole,1,45973980.85772366,45973980.85772366,1,31866735.210648052
Amir Arison,1,464722.1158075297,464722.1158075297,1,322120.8243158416
Angela Lewis,1,464722.1158075297,464722.1158075297,0,96636.24729475248
Katy O'Brian,1,490112609.64161706,490112609.64161706,0,101916052.05898917
Wesley Singerman,1,256184999.19179904,256184999.19179904,1,177573909.89154738
Don Hall,1,256184999.19179904,256184999.19179904,1,177573909.89154738
Daniel Hansen,1,256184999.19179904,256184999.19179904,1,177573909.89154738
Jordan Fry,1,256184999.19179904,256184999.19179904,0,53272172.967464216
Dara McGarry,1,256184999.19179904,256184999.19179904,0,53272172.967464216
John H. H. Ford,1,256184999.19179904,256184999.19179904,0,53272172.967464216
Matthew Josten,1,256184999.19179904,256184999.19179904,0,53272172.967464216
Roland Møller,2,132186457.14928766,66093228.57464383,0,21783249.93295619
Sam Hargrave,1,127991593.8651477,127991593.8651477,0,26615103.726900212
Aaron Trainor,1,165905182.7014286,165905182.7014286,1,114996709.62977783
Christine Chatelain,1,165905182.7014286,165905182.7014286,0,34499012.888933346
Emmanuelle Vaugier,1,165905182.7014286,165905182.7014286,0,34499012.888933346
Lorin Heath,1,165905182.7014286,165905182.7014286,0,34499012.888933346
Royston Tickner,1,13289043.948493976,13289043.948493976,1,9211263.345235802
Michael Carter,1,13289043.948493976,13289043.948493976,0,2763379.0035707406
Phillip Joseph,1,13289043.948493976,13289043.948493976,0,2763379.0035707406
Carole Pope,1,987651.2823364487,987651.2823364487,1,684587.7017279239
Jan Sigurd,1,987651.2823364487,987651.2823364487,1,684587.7017279239
Marika Lindström,1,987651.2823364487,987651.2823364487,0,205376.31051837717
Melissa Altro,1,987651.2823364487,987651.2823364487,0,205376.31051837717
Gunilla Röör,2,1595823.047857921,797911.5239289606,0,262978.6216374764
Peter Karlsson,1,987651.2823364487,987651.2823364487,0,205376.31051837717
Tomas Bolme,1,987651.2823364487,987651.2823364487,0,205376.31051837717
Julian Lennon,1,9954980.07689772,9954980.07689772,1,6900266.372832082
Sean Lennon,1,9954980.07689772,9954980.07689772,0,2070079.9118496245
Cynthia Lennon,1,9954980.07689772,9954980.07689772,0,2070079.9118496245
Phil Spector,1,9954980.07689772,9954980.07689772,0,2070079.9118496245
Erin Gerasimovich,1,164451106.46296957,164451106.46296957,0,34196646.235431224
Zoë Soul,1,164451106.46296957,164451106.46296957,0,34196646.235431224
Cameron Mills,1,23233988.173940595,23233988.173940595,1,16104573.395930035
Brandon Gonzales,1,23233988.173940595,23233988.173940595,1,16104573.395930035
John Newberg,1,23233988.173940595,23233988.173940595,0,4831372.0187790105
Daniel O'Callaghan,1,23233988.173940595,23233988.173940595,0,4831372.0187790105
Emayatzy Corinealdi,1,23233988.173940595,23233988.173940595,0,4831372.0187790105
Garrett Hines,1,23233988.173940595,23233988.173940595,0,4831372.0187790105
Chuck Pfeiffer,1,121079726.37800176,121079726.37800176,0,25177821.28856447
Faith Geer,1,121079726.37800176,121079726.37800176,0,25177821.28856447
Tyler McKinney,1,131946082.98187163,131946082.98187163,1,91458055.4048129
Zoe Salmon,1,131946082.98187163,131946082.98187163,1,91458055.4048129
Eric Marshall,1,131946082.98187163,131946082.98187163,0,27437416.62144387
Lino Facioli,1,131946082.98187163,131946082.98187163,0,27437416.62144387
Mario Lopez,1,131946082.98187163,131946082.98187163,0,27437416.62144387
Dan Bochart,1,39749839.77560614,39749839.77560614,1,27552489.368170965
Steve Braun,1,39749839.77560614,39749839.77560614,1,27552489.368170965
Mike Sheer,1,39749839.77560614,39749839.77560614,0,8265746.81045129
Rob Tinkler,1,39749839.77560614,39749839.77560614,0,8265746.81045129
Jessica Brooks Grant,1,106583373.98388958,106583373.98388958,1,73877965.17149928
Josh Paddock,1,106583373.98388958,106583373.98388958,0,22163389.551449783
Rumer Willis,1,226539324.23152965,226539324.23152965,1,157025093.87704006
Trey Fancher,1,69033.6707746479,69033.6707746479,1,47850.49426115068
Dan DeMott,1,69033.6707746479,69033.6707746479,1,47850.49426115068
Clay Crosby,1,69033.6707746479,69033.6707746479,0,14355.148278345203
Judy Benson,1,69033.6707746479,69033.6707746479,0,14355.148278345203
Carroll Dee Bland,1,69033.6707746479,69033.6707746479,0,14355.148278345203
Stephen Peacocke,1,32638570.169915877,32638570.169915877,0,6786999.867235537
Jesse Corti,1,37550555.75687835,37550555.75687835,1,26028061.851339255
Luis de Icaza,1,37550555.75687835,37550555.75687835,1,26028061.851339255
Gerardo Zepeda,1,37550555.75687835,37550555.75687835,1,26028061.851339255
Joaquín Martínez,1,37550555.75687835,37550555.75687835,0,7808418.555401776
Mark Breland,1,37123414.47292169,37123414.47292169,1,25731990.074663937
Sticky Fingaz,1,818801.1562020907,818801.1562020907,1,567549.7128607025
David 'Shark' Fralick,1,818801.1562020907,818801.1562020907,0,170264.91385821076
Michael Monks,1,9588488.135238094,9588488.135238094,1,6646233.516772772
Chaka Forman,1,9588488.135238094,9588488.135238094,1,6646233.516772772
Tania Verafield,1,9588488.135238094,9588488.135238094,0,1993870.0550318316
Samantha Esteban,1,9588488.135238094,9588488.135238094,0,1993870.0550318316
Tammy Trull,1,9588488.135238094,9588488.135238094,0,1993870.0550318316
Ben Nealon,1,13077724.927619047,13077724.927619047,1,9064788.161717657
Habib Tanvir,1,13077724.927619047,13077724.927619047,0,2719436.448515297
Coral Beed,1,13077724.927619047,13077724.927619047,0,2719436.448515297
Varsha Usgaonkar,1,13077724.927619047,13077724.927619047,0,2719436.448515297
Alexia Murray,1,177432372.01509023,177432372.01509023,0,36896024.52069694
Vincent Riotta,1,177432372.01509023,177432372.01509023,0,36896024.52069694
Madhur Mittal,1,50992821.1826465,50992821.1826465,1,35345530.231548876
Margot Leicester,1,201161179.67084816,201161179.67084816,0,41830291.3580883
Jasmine Jessica Anthony,1,201161179.67084816,201161179.67084816,0,41830291.3580883
Walter Lewis,1,201161179.67084816,201161179.67084816,0,41830291.3580883
Barry Sobel,1,83015167.80916373,83015167.80916373,1,57541729.510632575
Courtney Thorne-Smith,1,83015167.80916373,83015167.80916373,0,17262518.85318977
Andrew Cassese,1,83015167.80916373,83015167.80916373,0,17262518.85318977
Carol Ray,1,3101673.593465747,3101673.593465747,1,2149916.3063280163
Samantha Berg,1,3101673.593465747,3101673.593465747,1,2149916.3063280163
Mark Simmons,1,3101673.593465747,3101673.593465747,0,644974.8918984049
Dean Gomersall,1,3101673.593465747,3101673.593465747,0,644974.8918984049
Tilikum,1,3101673.593465747,3101673.593465747,0,644974.8918984049
Dave Duffus,1,3101673.593465747,3101673.593465747,0,644974.8918984049
John Hargrove,1,3101673.593465747,3101673.593465747,0,644974.8918984049
Kim Ashdown,1,3101673.593465747,3101673.593465747,0,644974.8918984049
Shamu,1,3101673.593465747,3101673.593465747,0,644974.8918984049
Robby Gordon,1,1027982.7852380952,1027982.7852380952,1,712543.3692519454
Billy Hammon,1,1027982.7852380952,1027982.7852380952,1,712543.3692519454
Ricky Johnson,1,1027982.7852380952,1027982.7852380952,0,213763.01077558362
Mario Andretti,1,1027982.7852380952,1027982.7852380952,0,213763.01077558362
Steve McQueen,1,1027982.7852380952,1027982.7852380952,0,213763.01077558362
Mike McCoy,1,1027982.7852380952,1027982.7852380952,0,213763.01077558362
J.N. Roberts,1,1027982.7852380952,1027982.7852380952,0,213763.01077558362
Sal Fish,1,1027982.7852380952,1027982.7852380952,0,213763.01077558362
Chad McQueen,1,1027982.7852380952,1027982.7852380952,0,213763.01077558362
Brian Lewis,1,4749956.796213019,4749956.796213019,1,3292419.1610766044
Mark Long,1,4749956.796213019,4749956.796213019,1,3292419.1610766044
Ian Hinchcliffe,1,4749956.796213019,4749956.796213019,1,3292419.1610766044
Mick Hamer,1,4749956.796213019,4749956.796213019,0,987725.7483229813
Ying Tong John,1,4749956.796213019,4749956.796213019,0,987725.7483229813
Jeff Hamilton,1,87764160.59190476,87764160.59190476,1,60833480.46848904
Dianne Reeves,1,87764160.59190476,87764160.59190476,0,18250044.140546713
Christoph Luty,1,87764160.59190476,87764160.59190476,0,18250044.140546713
Jonah Rooney,1,11193381.199813085,11193381.199813085,0,2327598.1858749413
Demetrius Navarro,1,11193381.199813085,11193381.199813085,0,2327598.1858749413
Yun Chung,1,15051555.84948789,15051555.84948789,1,10432943.500113083
Paul Chen,1,15051555.84948789,15051555.84948789,1,10432943.500113083
Chung-Wei Chou,1,15051555.84948789,15051555.84948789,0,3129883.0500339246
Dion Birney,1,15051555.84948789,15051555.84948789,0,3129883.0500339246
May Chin,1,15051555.84948789,15051555.84948789,0,3129883.0500339246
Aaran Thomas,1,124315328.0188095,124315328.0188095,1,86168819.11662257
Joerg Stadler,1,124315328.0188095,124315328.0188095,1,86168819.11662257
Gaspard Ulliel,1,124315328.0188095,124315328.0188095,1,86168819.11662257
Michelle Wade,1,124315328.0188095,124315328.0188095,0,25850645.73498677
Richard Leaf,1,124315328.0188095,124315328.0188095,0,25850645.73498677
Helena-Lia Tachovská,1,124315328.0188095,124315328.0188095,0,25850645.73498677
Martin Hub,1,124315328.0188095,124315328.0188095,0,25850645.73498677
Anthony Griffith,1,14067685.779035434,14067685.779035434,0,2925293.0204224945
Nefertiti,1,14067685.779035434,14067685.779035434,0,2925293.0204224945
Thomas D. Mahard,1,15974688.856967935,15974688.856967935,0,3321843.16245891
Ele Bardha,1,15974688.856967935,15974688.856967935,0,3321843.16245891
Conor Donovan,1,15974688.856967935,15974688.856967935,0,3321843.16245891
Owen Campbell,1,15974688.856967935,15974688.856967935,0,3321843.16245891
Laurie Brown,1,15974688.856967935,15974688.856967935,0,3321843.16245891
Kimberly Holcomb,1,262379.2750929368,262379.2750929368,1,181867.45476803143
Ellen Claire McSweeney,1,262379.2750929368,262379.2750929368,1,181867.45476803143
Jamal Rofeh,1,262379.2750929368,262379.2750929368,1,181867.45476803143
Sara Costa,1,262379.2750929368,262379.2750929368,0,54560.23643040943
Carol Cox,1,262379.2750929368,262379.2750929368,0,54560.23643040943
Lisa Suarez,1,262379.2750929368,262379.2750929368,0,54560.23643040943
Janette Boyd,1,262379.2750929368,262379.2750929368,0,54560.23643040943
Geof Bartz,1,262379.2750929368,262379.2750929368,0,54560.23643040943
Loree Menton,1,262379.2750929368,262379.2750929368,0,54560.23643040943
Patrick Alexander,1,262379.2750929368,262379.2750929368,0,54560.23643040943
Raffaella Bánsági,1,1719313.2905928856,1719313.2905928856,1,1191737.1598737005
Zoltán Seress,1,1719313.2905928856,1719313.2905928856,1,1191737.1598737005
Ágnes Bánfalvy,1,1719313.2905928856,1719313.2905928856,1,1191737.1598737005
Zsolt Zágoni,1,1719313.2905928856,1719313.2905928856,0,357521.1479621101
András Szöke,1,1719313.2905928856,1719313.2905928856,0,357521.1479621101
Klaudia Szabó,1,1719313.2905928856,1719313.2905928856,0,357521.1479621101
Erzsi Pásztor,1,1719313.2905928856,1719313.2905928856,0,357521.1479621101
Floyd Vivino,1,712123.4298425197,712123.4298425197,0,148081.90428180614
Floyd Jackson,1,3208075.9247168223,3208075.9247168223,1,2223668.782239705
Randall Adams,1,3208075.9247168223,3208075.9247168223,1,2223668.782239705
Dennis Johnson,1,3208075.9247168223,3208075.9247168223,1,2223668.782239705
Gus Rose,1,3208075.9247168223,3208075.9247168223,0,667100.6346719115
Jackie Johnson,1,3208075.9247168223,3208075.9247168223,0,667100.6346719115
Dale Holt,1,3208075.9247168223,3208075.9247168223,0,667100.6346719115
Sam Kittrell,1,3208075.9247168223,3208075.9247168223,0,667100.6346719115
Hootie Nelson,1,3208075.9247168223,3208075.9247168223,0,667100.6346719115
Marshall Touchton,1,3208075.9247168223,3208075.9247168223,0,667100.6346719115
Maximiliano Hernández,1,32505061.953396257,32505061.953396257,1,22530792.046922963
Fernando Chien,1,32505061.953396257,32505061.953396257,1,22530792.046922963
Sam Sheridan,1,32505061.953396257,32505061.953396257,0,6759237.614076889
Katy Mixon Greer,1,58641014.670839995,58641014.670839995,0,12194056.195280138
Serena Scott Thomas,1,19625405.24793441,19625405.24793441,1,13603294.314952089
Joanna Newsom,1,19625405.24793441,19625405.24793441,0,4080988.2944856263
Jordan Christian Hearn,1,19625405.24793441,19625405.24793441,0,4080988.2944856263
Taylor Bonin,1,19625405.24793441,19625405.24793441,0,4080988.2944856263
Rando,1,197946984.99825004,197946984.99825004,1,137206394.5518788
Cotter Smith,1,197946984.99825004,197946984.99825004,0,41161918.36556364
Christopher Shand,1,5789238.501374541,5789238.501374541,1,4012794.344816846
Andrew Shue,1,5789238.501374541,5789238.501374541,0,1203838.3034450538
Karl Girolamo,1,5789238.501374541,5789238.501374541,0,1203838.3034450538
Vasilios Mantagas,1,5789238.501374541,5789238.501374541,0,1203838.3034450538
Donny Gray,1,5789238.501374541,5789238.501374541,0,1203838.3034450538
Bob Dylan,1,931018.7230108696,931018.7230108696,0,193599.90087105145
Yong Hou,1,300833271.2353583,300833271.2353583,1,208521733.7754139
Xiaotian Yin,1,300833271.2353583,300833271.2353583,1,208521733.7754139
Zhuo Tan,1,300833271.2353583,300833271.2353583,0,62556520.132624164
Zi Yang,1,300833271.2353583,300833271.2353583,0,62556520.132624164
Xiaoming Huang,1,300833271.2353583,300833271.2353583,0,62556520.132624164
Jason Gu,1,300833271.2353583,300833271.2353583,0,62556520.132624164
Zhehan Zhang,1,300833271.2353583,300833271.2353583,0,62556520.132624164
Robert Reich,1,1622964.247037007,1622964.247037007,0,337485.9275949888
Ren Ôsugi,1,127720.2673079585,127720.2673079585,1,88528.94318487398
Takeshi Fukazawa,1,127720.2673079585,127720.2673079585,1,88528.94318487398
Koichi Kitamura,1,127720.2673079585,127720.2673079585,0,26558.68295546219
Yutaka Tomi,1,127720.2673079585,127720.2673079585,0,26558.68295546219
Aya Kokumai,1,127720.2673079585,127720.2673079585,0,26558.68295546219
Masanobu Katsumura,1,127720.2673079585,127720.2673079585,0,26558.68295546219
Yoshiyuki Morishita,1,127720.2673079585,127720.2673079585,0,26558.68295546219
Graham Dene,1,4207179.356968239,4207179.356968239,1,2916194.5093925386
Marie Collett,1,4207179.356968239,4207179.356968239,0,874858.3528177616
Ian Hastings,1,4207179.356968239,4207179.356968239,0,874858.3528177616
Anthony Bate,1,4207179.356968239,4207179.356968239,0,874858.3528177616
Jeremy Child,1,4207179.356968239,4207179.356968239,0,874858.3528177616
Leonard Fenton,1,4207179.356968239,4207179.356968239,0,874858.3528177616
John Burgess,1,4207179.356968239,4207179.356968239,0,874858.3528177616
Lochlann Harris,1,21602049.115308184,21602049.115308184,1,14973399.438593328
Frank Madigan,1,21602049.115308184,21602049.115308184,1,14973399.438593328
Seylan Baxter,1,21602049.115308184,21602049.115308184,1,14973399.438593328
Amber Rissmann,1,21602049.115308184,21602049.115308184,0,4492019.831577999
Jack Madigan,1,21602049.115308184,21602049.115308184,0,4492019.831577999
Lynn Kennedy,1,21602049.115308184,21602049.115308184,0,4492019.831577999
Kayla Fallon,1,21602049.115308184,21602049.115308184,0,4492019.831577999
David Britton,1,342868.1519630282,342868.1519630282,1,237658.09283697186
Andrew Krauz,1,342868.1519630282,342868.1519630282,1,237658.09283697186
Simon Waring,1,342868.1519630282,342868.1519630282,1,237658.09283697186
Stuart Goodwin,1,342868.1519630282,342868.1519630282,0,71297.42785109156
Willie Ross,1,342868.1519630282,342868.1519630282,0,71297.42785109156
Michelle Holmes,1,342868.1519630282,342868.1519630282,0,71297.42785109156
Max Jackman,1,342868.1519630282,342868.1519630282,0,71297.42785109156
Mark Crompton,1,342868.1519630282,342868.1519630282,0,71297.42785109156
Danny O'Dea,1,342868.1519630282,342868.1519630282,0,71297.42785109156
Siobhan Finneran,1,342868.1519630282,342868.1519630282,0,71297.42785109156
Rorke Denver,1,112717030.81487758,112717030.81487758,1,78129492.11042087
Ray Mendoza,1,112717030.81487758,112717030.81487758,1,78129492.11042087
Weimy,1,112717030.81487758,112717030.81487758,0,23438847.63312626
Ernest Manson,1,112717030.81487758,112717030.81487758,0,23438847.63312626
Ajay James,1,112717030.81487758,112717030.81487758,0,23438847.63312626
Dave,1,112717030.81487758,112717030.81487758,0,23438847.63312626
Hank Rogerson,1,112493044.12043862,112493044.12043862,0,23392270.909406267
Taya Calicetto,1,14238023.911884712,14238023.911884712,0,2960713.839380391
Bud,1,14238023.911884712,14238023.911884712,0,2960713.839380391
Bradley Pickren,1,867930361.4923452,867930361.4923452,0,180481044.89723796
Spencer Pickren,1,867930361.4923452,867930361.4923452,0,180481044.89723796
Maureen Anderman,1,84666510.39603306,84666510.39603306,0,17605905.890657883
Alec Roberts,1,121274115.77888201,121274115.77888201,1,84060811.42703244
Rah Digga,1,121274115.77888201,121274115.77888201,1,84060811.42703244
Jacob Rupp,1,121274115.77888201,121274115.77888201,0,25218243.42810973
JR Bourne,1,121274115.77888201,121274115.77888201,0,25218243.42810973
Matthew Harrison,1,121274115.77888201,121274115.77888201,0,25218243.42810973
Mario Joyner,1,3528764.5248978613,3528764.5248978613,1,2445953.1812929073
Tyler Spindel,1,3528764.5248978613,3528764.5248978613,0,733785.9543878721
Dolly De Leon,1,28098785.829905525,28098785.829905525,1,19476594.175156757
Timoleon Gketsos,1,28098785.829905525,28098785.829905525,1,19476594.175156757
Jiannis Moustos,1,28098785.829905525,28098785.829905525,1,19476594.175156757
Thobias Thorwid,1,28098785.829905525,28098785.829905525,0,5842978.252547027
Alicia Eriksson,1,28098785.829905525,28098785.829905525,0,5842978.252547027
Vicki Berlin,1,28098785.829905525,28098785.829905525,0,5842978.252547027
Zahf Paroo,1,11406616.129812973,11406616.129812973,1,7906463.810109457
Michael Karl Richards,1,11406616.129812973,11406616.129812973,1,7906463.810109457
Stacey Scowley,1,11406616.129812973,11406616.129812973,0,2371939.143032837
Scott Thomson,1,88070709.26465285,88070709.26465285,0,18313789.145012632
Barbara Flynn,1,3335109.3677159306,3335109.3677159306,1,2311721.6550913593
Samantha Barks,1,3335109.3677159306,3335109.3677159306,0,693516.4965274078
Morgan Jones,2,9667120.19723974,4833560.09861987,0,1593062.556707889
Susan Boyle,1,3335109.3677159306,3335109.3677159306,0,693516.4965274078
Jude Wright,1,3335109.3677159306,3335109.3677159306,0,693516.4965274078
Gerry Black,1,5903574.5041449815,5903574.5041449815,1,4092046.022773671
Barbara Pieters,1,5903574.5041449815,5903574.5041449815,1,4092046.022773671
David Gale,1,5903574.5041449815,5903574.5041449815,0,1227613.8068321012
Peter Kent,1,5903574.5041449815,5903574.5041449815,0,1227613.8068321012
Richard Keats,1,19856280.838840492,19856280.838840492,1,13763325.079848753
Joe Estevez,1,19856280.838840492,19856280.838840492,1,13763325.079848753
Frantz Turner,1,19856280.838840492,19856280.838840492,0,4128997.5239546257
Mack Morris,1,19856280.838840492,19856280.838840492,0,4128997.5239546257
Mia X,1,19856280.838840492,19856280.838840492,0,4128997.5239546257
Anthony Boswell,1,19856280.838840492,19856280.838840492,0,4128997.5239546257
William Frederick Knight,1,19856280.838840492,19856280.838840492,0,4128997.5239546257
Angela Sant'Albano,1,9717548.22623507,9717548.22623507,1,6735691.154970136
Gillian Hanna,1,9717548.22623507,9717548.22623507,0,2020707.3464910407
Eve Bracken,1,9717548.22623507,9717548.22623507,0,2020707.3464910407
Diana Krall,1,23160264.085190218,23160264.085190218,1,16053471.75167336
James Arama,1,523708606.2672283,523708606.2672283,1,363007143.8691078
Simon Atherton,1,523708606.2672283,523708606.2672283,0,108902143.16073233
Stephen Thompson,1,523708606.2672283,523708606.2672283,0,108902143.16073233
Andrés Cortina,1,4531816.138692042,4531816.138692042,1,3141215.579350447
